order_id,product_id,quantity,discount,unit_price,sales_amount,cost_amount,profit
504350,20088,2,0.05,5439.16,10334.4,7356.24,2978.16
504350,20283,2,0.1,10629.33,19132.79,13891.6,5241.19
504350,20228,1,0.1,4041.46,3637.31,2568.08,1069.23
504351,20450,1,0.15,5447.14,4630.07,4191.6,438.47
504352,20177,2,0.05,4107.1,7803.49,5448.34,2355.15
504352,20190,2,0.15,6292.37,10697.03,8721.18,1975.85
504352,20431,3,0.1,6300.74,17012.0,13147.17,3864.83
504353,20376,1,0.05,888.38,843.96,686.71,157.25
504353,20305,1,0.1,4580.93,4122.84,2790.23,1332.61
504354,20067,1,0.05,517.85,491.96,316.15,175.81
504354,20130,1,0.15,10415.75,8853.39,7244.14,1609.25
504355,20365,2,0.0,10620.45,21240.9,15645.62,5595.28
504355,20333,1,0.1,9059.5,8153.55,6777.89,1375.66
504356,20123,2,0.05,2173.81,4130.24,3344.16,786.08
504357,20135,2,0.0,5509.11,11018.22,7237.72,3780.5
504358,20076,1,0.0,8615.03,8615.03,5408.83,3206.2
504358,20428,1,0.0,5673.89,5673.89,3934.3,1739.59
504358,20239,1,0.0,1408.28,1408.28,906.67,501.61
504358,20355,1,0.0,10989.85,10989.85,7222.34,3767.51
504359,20143,1,0.05,6067.52,5764.14,3708.64,2055.5
504359,20351,3,0.2,9622.01,23092.82,21987.6,1105.22
504359,20417,3,0.1,7957.79,21486.03,15382.83,6103.2
504360,20248,1,0.0,810.2,810.2,619.29,190.91
504360,20025,1,0.05,4418.21,4197.3,3157.37,1039.93
504360,20132,1,0.0,1439.48,1439.48,1251.64,187.84
504361,20120,1,0.1,4372.55,3935.3,3800.3,135.0
504361,20140,1,0.15,1684.71,1432.0,1433.64,-1.64
504362,20297,1,0.0,4912.42,4912.42,4147.8,764.62
504362,20285,1,0.15,4479.66,3807.71,3024.3,783.41
504363,20098,1,0.05,7409.27,7038.81,6223.08,815.73
504363,20192,1,0.1,7608.62,6847.76,6077.75,770.01
504363,20468,1,0.1,9906.64,8915.98,7984.16,931.82
504364,20266,1,0.0,6087.82,6087.82,5147.88,939.94
504364,20287,3,0.15,4013.18,10233.61,8489.73,1743.88
504365,20302,2,0.05,10455.44,19865.34,14208.04,5657.3
504366,20179,1,0.0,7535.2,7535.2,5294.95,2240.25
504366,20054,2,0.05,1075.38,2043.22,1466.96,576.26
504366,20166,1,0.15,5912.54,5025.66,3974.46,1051.2
504367,20163,1,0.1,5076.72,4569.05,4355.18,213.87
504368,20275,2,0.0,441.77,883.54,644.3,239.24
504368,20194,1,0.0,682.63,682.63,490.4,192.23
504368,20222,1,0.1,7376.87,6639.18,6407.88,231.3
504369,20366,2,0.1,8092.19,14565.94,13275.16,1290.78
504369,20137,1,0.1,5179.9,4661.91,4081.53,580.38
504369,20320,2,0.05,8726.85,16581.02,12121.8,4459.22
504370,20042,4,0.05,6269.92,23825.7,17960.0,5865.7
504370,20294,2,0.15,6391.52,10865.58,8112.1,2753.48
504371,20325,2,0.05,9497.81,18045.84,14882.88,3162.96
504371,20167,1,0.0,8492.49,8492.49,6359.08,2133.41
504372,20172,1,0.0,11845.69,11845.69,7825.44,4020.25
504372,20468,2,0.0,9906.64,19813.28,15968.32,3844.96
504373,20478,1,0.1,7614.6,6853.14,6014.48,838.66
504373,20054,1,0.05,1075.38,1021.61,733.48,288.13
504374,20088,1,0.05,5439.16,5167.2,3678.12,1489.08
504375,20237,1,0.0,5828.22,5828.22,4942.5,885.72
504375,20322,2,0.0,2885.25,5770.5,4646.72,1123.78
504375,20365,3,0.05,10620.45,30268.28,23468.43,6799.85
504376,20422,1,0.05,10933.11,10386.45,7934.53,2451.92
504376,20268,1,0.0,564.79,564.79,424.07,140.72
504377,20096,1,0.05,2867.17,2723.81,2192.44,531.37
504377,20467,1,0.1,7320.97,6588.87,4824.83,1764.04
504377,20414,1,0.0,9155.71,9155.71,7290.01,1865.7
504378,20435,1,0.0,10186.46,10186.46,7863.55,2322.91
504379,20049,1,0.05,4231.62,4020.04,3656.16,363.88
504380,20072,1,0.15,12899.1,10964.24,7985.32,2978.92
504380,20408,2,0.1,8400.26,15120.47,14289.66,830.81
504380,20293,1,0.05,8752.84,8315.2,6472.16,1843.04
504381,20042,2,0.15,6269.92,10658.86,8980.0,1678.86
504381,20333,1,0.0,9059.5,9059.5,6777.89,2281.61
504382,20345,2,0.0,5846.64,11693.28,8811.88,2881.4
504382,20372,2,0.05,5717.14,10862.57,9863.84,998.73
504383,20038,4,0.15,2624.31,8922.65,7213.36,1709.29
504384,20366,1,0.05,8092.19,7687.58,6637.58,1050.0
504384,20355,1,0.05,10989.85,10440.36,7222.34,3218.02
504385,20075,2,0.0,1228.65,2457.3,2165.42,291.88
504385,20464,1,0.1,9579.47,8621.52,6560.38,2061.14
504385,20372,2,0.0,5717.14,11434.28,9863.84,1570.44
504386,20308,1,0.1,5348.09,4813.28,3243.8,1569.48
504387,20252,2,0.1,2191.75,3945.15,3290.32,654.83
504388,20329,1,0.1,9591.76,8632.58,6104.62,2527.96
504388,20243,1,0.1,8197.47,7377.72,7176.78,200.94
504389,20341,1,0.0,12557.67,12557.67,7782.86,4774.81
504389,20282,1,0.1,2725.13,2452.62,1766.57,686.05
504390,20362,1,0.1,11921.77,10729.59,7655.35,3074.24
504390,20041,1,0.05,7649.64,7267.16,6111.25,1155.91
504390,20389,1,0.15,4138.81,3517.99,3184.42,333.57
504391,20486,2,0.05,9594.72,18229.97,13362.04,4867.93
504391,20248,2,0.15,810.2,1377.34,1238.58,138.76
504392,20095,1,0.1,6802.72,6122.45,4915.59,1206.86
504392,20459,1,0.2,802.83,642.26,666.71,-24.45
504393,20027,1,0.15,6448.68,5481.38,4722.43,758.95
504393,20095,3,0.1,6802.72,18367.34,14746.77,3620.57
504394,20356,1,0.0,1495.18,1495.18,1126.04,369.14
504395,20384,2,0.0,3742.85,7485.7,4779.52,2706.18
504395,20268,1,0.05,564.79,536.55,424.07,112.48
504396,20077,2,0.1,7813.44,14064.19,10397.58,3666.61
504397,20075,1,0.0,1228.65,1228.65,1082.71,145.94
504397,20135,1,0.0,5509.11,5509.11,3618.86,1890.25
504398,20307,1,0.1,10723.46,9651.11,6832.49,2818.62
504399,20212,1,0.1,9447.85,8503.06,6330.96,2172.1
504399,20497,1,0.15,5277.28,4485.69,3375.66,1110.03
504400,20407,2,0.0,10543.88,21087.76,15862.28,5225.48
504400,20395,1,0.05,9418.91,8947.96,6805.18,2142.78
504401,20239,1,0.0,1408.28,1408.28,906.67,501.61
504401,20129,1,0.05,9551.86,9074.27,6531.27,2543.0
504401,20308,1,0.15,5348.09,4545.88,3243.8,1302.08
504402,20426,1,0.0,5584.3,5584.3,4919.77,664.53
504402,20383,1,0.05,12969.06,12320.61,7896.62,4423.99
504402,20029,1,0.15,6713.75,5706.69,5490.14,216.55
504403,20012,2,0.05,7751.36,14727.58,12882.64,1844.94
504403,20141,2,0.15,8836.58,15022.19,13690.74,1331.45
504404,20483,1,0.1,9466.23,8519.61,6771.98,1747.63
504405,20264,2,0.0,8418.78,16837.56,14389.54,2448.02
504405,20142,1,0.05,5524.75,5248.51,3931.52,1316.99
504406,20221,1,0.05,1651.05,1568.5,1128.15,440.35
504406,20066,3,0.0,3659.7,10979.1,8115.57,2863.53
504406,20273,3,0.15,9064.46,23114.37,16829.4,6284.97
504406,20488,2,0.15,4346.86,7389.66,5860.46,1529.2
504407,20216,2,0.05,11932.73,22672.19,15889.52,6782.67
504408,20164,1,0.15,480.97,408.82,394.71,14.11
504408,20248,2,0.15,810.2,1377.34,1238.58,138.76
504409,20353,4,0.15,5017.88,17060.79,14886.16,2174.63
504409,20331,2,0.2,8194.64,13111.42,11398.78,1712.64
504409,20483,3,0.1,9466.23,25558.82,20315.94,5242.88
504410,20002,1,0.0,7514.84,7514.84,6515.26,999.58
504410,20160,2,0.15,4952.82,8419.79,7773.86,645.93
504410,20457,1,0.1,757.05,681.34,602.34,79.0
504411,20270,1,0.0,5481.78,5481.78,3373.21,2108.57
504411,20347,1,0.15,5251.08,4463.42,3237.2,1226.22
504411,20321,2,0.2,3130.48,5008.77,5064.34,-55.57
504411,20376,1,0.05,888.38,843.96,686.71,157.25
504412,20262,1,0.0,4470.72,4470.72,2884.84,1585.88
504413,20158,1,0.05,7141.29,6784.23,5665.34,1118.89
504413,20021,2,0.1,1456.11,2621.0,2211.24,409.76
504413,20389,1,0.05,4138.81,3931.87,3184.42,747.45
504414,20016,1,0.1,3813.98,3432.58,3265.35,167.23
504415,20106,1,0.05,452.93,430.28,299.46,130.82
504416,20161,1,0.0,5155.22,5155.22,3815.04,1340.18
504416,20248,1,0.0,810.2,810.2,619.29,190.91
504416,20081,1,0.0,1336.39,1336.39,862.62,473.77
504416,20328,3,0.1,1049.49,2833.62,2027.61,806.01
504417,20254,1,0.05,7717.61,7331.73,4885.44,2446.29
504417,20474,1,0.1,4731.7,4258.53,3184.36,1074.17
504417,20233,1,0.15,1389.4,1180.99,1095.32,85.67
504418,20182,1,0.05,4234.4,4022.68,3080.24,942.44
504419,20036,1,0.1,7048.79,6343.91,4757.52,1586.39
504420,20136,2,0.1,8213.61,14784.5,10380.24,4404.26
504420,20490,2,0.05,6695.83,12722.08,11275.34,1446.74
504421,20380,2,0.0,3165.21,6330.42,5214.98,1115.44
504421,20187,2,0.05,2776.3,5274.97,4631.62,643.35
504422,20196,1,0.0,5878.31,5878.31,4331.72,1546.59
504422,20181,3,0.1,860.78,2324.11,1650.51,673.6
504423,20045,1,0.05,10256.62,9743.79,7205.26,2538.53
504423,20020,1,0.0,9744.13,9744.13,7161.24,2582.89
504424,20334,1,0.1,7018.46,6316.61,4348.4,1968.21
504425,20177,1,0.05,4107.1,3901.75,2724.17,1177.58
504425,20168,1,0.1,10051.35,9046.22,6550.49,2495.73
504425,20494,1,0.1,2628.56,2365.7,1745.18,620.52
504425,20409,1,0.1,5629.49,5066.54,4805.89,260.65
504426,20154,1,0.1,1260.91,1134.82,962.89,171.93
504426,20421,1,0.15,5257.2,4468.62,4448.17,20.45
504426,20470,1,0.0,12066.57,12066.57,7500.02,4566.55
504426,20391,2,0.05,664.5,1262.55,911.48,351.07
504427,20209,2,0.0,2314.07,4628.14,3534.62,1093.52
504427,20359,1,0.0,2452.25,2452.25,1561.55,890.7
504428,20320,1,0.15,8726.85,7417.82,6060.9,1356.92
504428,20192,1,0.15,7608.62,6467.33,6077.75,389.58
504429,20188,1,0.15,2622.83,2229.41,1667.51,561.9
504429,20311,3,0.05,8984.91,25606.99,18249.99,7357.0
504430,20063,1,0.0,7090.72,7090.72,4887.48,2203.24
504430,20261,1,0.2,3833.95,3067.16,3190.65,-123.49
504431,20221,2,0.15,1651.05,2806.78,2256.3,550.48
504431,20108,1,0.05,4452.38,4229.76,3869.98,359.78
504432,20120,2,0.05,4372.55,8307.84,7600.6,707.24
504432,20332,2,0.15,4216.08,7167.34,5358.46,1808.88
504433,20225,1,0.05,4316.29,4100.48,2750.32,1350.16
504433,20469,1,0.1,6155.87,5540.28,4212.94,1327.34
504433,20310,3,0.2,1681.8,4036.32,3929.49,106.83
504434,20138,2,0.0,8474.16,16948.32,14479.98,2468.34
504434,20447,1,0.15,3984.44,3386.77,2644.53,742.24
504435,20427,3,0.15,9290.38,23690.47,17586.69,6103.78
504436,20047,1,0.0,1279.79,1279.79,1018.96,260.83
504436,20012,1,0.2,7751.36,6201.09,6441.32,-240.23
504437,20240,1,0.05,9558.58,9080.65,6421.47,2659.18
504438,20238,2,0.1,6074.88,10934.78,9082.82,1851.96
504438,20321,3,0.1,3130.48,8452.3,7596.51,855.79
504439,20079,1,0.0,1200.03,1200.03,1044.47,155.56
504439,20267,2,0.1,9692.68,17446.82,14128.02,3318.8
504440,20172,1,0.0,11845.69,11845.69,7825.44,4020.25
504441,20260,1,0.1,10264.98,9238.48,7303.57,1934.91
504441,20455,1,0.15,5593.7,4754.64,3416.78,1337.86
504442,20452,1,0.2,8606.24,6884.99,5974.96,910.03
504443,20222,2,0.0,7376.87,14753.74,12815.76,1937.98
504443,20240,1,0.1,9558.58,8602.72,6421.47,2181.25
504444,20246,1,0.1,2248.28,2023.45,1532.27,491.18
504445,20362,1,0.1,11921.77,10729.59,7655.35,3074.24
504445,20202,1,0.05,4144.65,3937.42,2784.35,1153.07
504445,20093,1,0.0,1473.38,1473.38,1139.4,333.98
504446,20084,1,0.0,9637.44,9637.44,6284.96,3352.48
504446,20180,1,0.1,2864.29,2577.86,2294.33,283.53
504447,20375,1,0.1,7516.93,6765.24,5344.36,1420.88
504447,20203,1,0.1,4459.36,4013.42,2900.71,1112.71
504447,20388,1,0.1,8900.65,8010.58,7218.45,792.13
504448,20189,1,0.05,8110.86,7705.32,5602.02,2103.3
504449,20448,2,0.2,3195.34,5112.54,4403.14,709.4
504449,20424,1,0.1,3632.86,3269.57,3099.69,169.88
504450,20385,3,0.1,5809.64,15686.03,12965.34,2720.69
504450,20269,1,0.05,10001.05,9501.0,6656.01,2844.99
504451,20475,1,0.1,1945.32,1750.79,1656.59,94.2
504452,20377,2,0.05,4596.53,8733.41,7480.34,1253.07
504453,20443,3,0.0,8117.64,24352.92,18039.45,6313.47
504453,20289,1,0.2,8415.97,6732.78,5908.18,824.6
504453,20379,1,0.15,3333.15,2833.18,2473.54,359.64
504453,20333,3,0.0,9059.5,27178.5,20333.67,6844.83
504454,20356,2,0.1,1495.18,2691.32,2252.08,439.24
504454,20096,1,0.2,2867.17,2293.74,2192.44,101.3
504454,20303,1,0.1,6557.64,5901.88,5544.64,357.24
504455,20189,2,0.05,8110.86,15410.63,11204.04,4206.59
504455,20042,1,0.05,6269.92,5956.42,4490.0,1466.42
504455,20212,1,0.05,9447.85,8975.46,6330.96,2644.5
504456,20280,3,0.0,4606.57,13819.71,9686.79,4132.92
504456,20038,1,0.15,2624.31,2230.66,1803.34,427.32
504456,20025,2,0.05,4418.21,8394.6,6314.74,2079.86
504457,20338,1,0.1,7496.42,6746.78,6166.67,580.11
504457,20146,2,0.1,8552.57,15394.63,14155.14,1239.49
504458,20239,3,0.15,1408.28,3591.11,2720.01,871.1
504458,20421,1,0.1,5257.2,4731.48,4448.17,283.31
504459,20038,2,0.05,2624.31,4986.19,3606.68,1379.51
504460,20416,1,0.0,1324.44,1324.44,915.58,408.86
504460,20114,3,0.0,5814.59,17443.77,13315.68,4128.09
504461,20168,2,0.1,10051.35,18092.43,13100.98,4991.45
504462,20028,1,0.15,8574.72,7288.51,5511.89,1776.62
504463,20382,2,0.1,4044.4,7279.92,6872.26,407.66
504464,20198,1,0.15,5941.85,5050.57,4369.53,681.04
504464,20083,1,0.1,9350.27,8415.24,7306.01,1109.23
504465,20089,2,0.2,1842.04,2947.26,2650.06,297.2
504465,20225,1,0.0,4316.29,4316.29,2750.32,1565.97
504466,20055,1,0.0,3880.15,3880.15,2650.91,1229.24
504466,20012,1,0.0,7751.36,7751.36,6441.32,1310.04
504467,20490,1,0.0,6695.83,6695.83,5637.67,1058.16
504467,20336,2,0.05,945.73,1796.89,1537.38,259.51
504467,20124,4,0.1,5507.28,19826.21,16623.64,3202.57
504468,20050,2,0.2,3512.84,5620.54,5386.28,234.26
504468,20416,1,0.0,1324.44,1324.44,915.58,408.86
504469,20442,1,0.05,6048.03,5745.63,3730.12,2015.51
504469,20381,1,0.0,1839.58,1839.58,1127.86,711.72
504469,20281,1,0.1,8239.83,7415.85,6606.57,809.28
504470,20219,3,0.1,3645.49,9842.82,6860.28,2982.54
504470,20084,1,0.15,9637.44,8191.82,6284.96,1906.86
504471,20441,1,0.05,684.16,649.95,578.24,71.71
504472,20333,1,0.0,9059.5,9059.5,6777.89,2281.61
504472,20189,1,0.0,8110.86,8110.86,5602.02,2508.84
504472,20021,1,0.1,1456.11,1310.5,1105.62,204.88
504473,20266,1,0.0,6087.82,6087.82,5147.88,939.94
504473,20184,1,0.15,6259.08,5320.22,4062.06,1258.16
504474,20114,2,0.05,5814.59,11047.72,8877.12,2170.6
504475,20015,2,0.1,2010.94,3619.69,3545.74,73.95
504476,20437,1,0.0,9628.87,9628.87,5914.81,3714.06
504477,20333,1,0.05,9059.5,8606.52,6777.89,1828.63
504477,20402,3,0.05,2658.06,7575.47,5458.77,2116.7
504478,20465,1,0.15,3115.99,2648.59,2368.84,279.75
504478,20081,1,0.15,1336.39,1135.93,862.62,273.31
504479,20485,1,0.0,3990.36,3990.36,3438.13,552.23
504479,20214,1,0.05,2248.24,2135.83,1692.87,442.96
504479,20153,1,0.15,3789.33,3220.93,2690.4,530.53
504479,20272,1,0.0,3734.49,3734.49,3073.38,661.11
504480,20125,1,0.0,5644.46,5644.46,3635.53,2008.93
504480,20449,1,0.15,3317.07,2819.51,2843.61,-24.1
504481,20367,2,0.05,7133.68,13553.99,11739.26,1814.73
504482,20333,1,0.0,9059.5,9059.5,6777.89,2281.61
504482,20131,1,0.2,573.37,458.7,382.67,76.03
504483,20421,1,0.15,5257.2,4468.62,4448.17,20.45
504483,20392,3,0.0,1820.85,5462.55,3880.38,1582.17
504483,20340,1,0.1,531.7,478.53,332.07,146.46
504483,20062,2,0.1,9417.36,16951.25,11844.14,5107.11
504484,20381,2,0.0,1839.58,3679.16,2255.72,1423.44
504485,20418,1,0.15,1227.02,1042.97,902.42,140.55
504486,20240,1,0.05,9558.58,9080.65,6421.47,2659.18
504486,20339,1,0.0,5949.67,5949.67,4861.2,1088.47
504486,20026,2,0.05,1107.1,2103.49,1896.32,207.17
504487,20391,1,0.05,664.5,631.28,455.74,175.54
504488,20043,2,0.1,2410.71,4339.28,4257.3,81.98
504488,20080,1,0.0,4061.63,4061.63,2626.24,1435.39
504488,20492,1,0.05,9870.88,9377.34,6096.42,3280.92
504488,20115,1,0.1,5487.22,4938.5,3876.78,1061.72
504489,20121,1,0.05,9199.74,8739.75,6354.01,2385.74
504489,20067,1,0.1,517.85,466.07,316.15,149.92
504490,20425,1,0.15,1499.53,1274.6,1188.08,86.52
504491,20476,1,0.05,9643.22,9161.06,7716.94,1444.12
504492,20490,1,0.05,6695.83,6361.04,5637.67,723.37
504493,20118,1,0.0,1507.59,1507.59,1300.51,207.08
504493,20192,1,0.1,7608.62,6847.76,6077.75,770.01
504493,20155,1,0.15,9732.86,8272.93,6550.43,1722.5
504494,20255,1,0.05,3874.96,3681.21,2979.26,701.95
504494,20326,2,0.15,1446.83,2459.61,2519.3,-59.69
504494,20139,2,0.15,9442.33,16051.96,15055.74,996.22
504495,20320,3,0.0,8726.85,26180.55,18182.7,7997.85
504495,20481,2,0.2,10776.85,17242.96,15821.18,1421.78
504495,20451,1,0.15,8229.18,6994.8,6860.72,134.08
504496,20145,1,0.0,1089.65,1089.65,881.15,208.5
504496,20440,1,0.1,8853.75,7968.38,7241.7,726.68
504496,20091,1,0.15,3122.09,2653.78,2345.16,308.62
504496,20089,2,0.05,1842.04,3499.88,2650.06,849.82
504497,20484,1,0.2,3888.72,3110.98,2940.35,170.63
504497,20099,1,0.0,8282.01,8282.01,7375.95,906.06
504498,20075,1,0.05,1228.65,1167.22,1082.71,84.51
504498,20031,1,0.15,5277.78,4486.11,4076.76,409.35
504498,20098,2,0.0,7409.27,14818.54,12446.16,2372.38
504499,20222,1,0.1,7376.87,6639.18,6407.88,231.3
504500,20201,1,0.1,4165.69,3749.12,3426.71,322.41
504500,20377,1,0.05,4596.53,4366.7,3740.17,626.53
504500,20033,4,0.05,6590.81,25045.08,20559.08,4486.0
504500,20370,1,0.0,4505.61,4505.61,2878.39,1627.22
504501,20104,1,0.2,4165.21,3332.17,2585.27,746.9
504502,20191,2,0.05,7866.87,14947.05,9782.78,5164.27
504502,20281,2,0.1,8239.83,14831.69,13213.14,1618.55
504503,20256,2,0.0,5342.18,10684.36,7268.22,3416.14
504503,20470,1,0.0,12066.57,12066.57,7500.02,4566.55
504504,20423,3,0.0,2518.91,7556.73,5654.13,1902.6
504504,20079,2,0.2,1200.03,1920.05,2088.94,-168.89
504504,20332,2,0.15,4216.08,7167.34,5358.46,1808.88
504505,20419,1,0.0,4067.66,4067.66,3079.22,988.44
504505,20306,1,0.2,2912.81,2330.25,2285.14,45.11
504506,20471,1,0.05,8744.19,8306.98,6322.06,1984.92
504506,20239,1,0.0,1408.28,1408.28,906.67,501.61
504507,20434,1,0.05,4167.68,3959.3,3566.3,393.0
504507,20020,1,0.15,9744.13,8282.51,7161.24,1121.27
504507,20160,1,0.15,4952.82,4209.9,3886.93,322.97
504507,20470,1,0.05,12066.57,11463.24,7500.02,3963.22
504508,20472,2,0.1,9652.69,17374.84,12795.06,4579.78
504509,20138,1,0.0,8474.16,8474.16,7239.99,1234.17
504510,20402,1,0.15,2658.06,2259.35,1819.59,439.76
504511,20088,1,0.15,5439.16,4623.29,3678.12,945.17
504511,20313,1,0.1,2734.75,2461.28,2258.6,202.68
504511,20199,2,0.1,7156.52,12881.74,9915.48,2966.26
504512,20166,1,0.05,5912.54,5616.91,3974.46,1642.45
504513,20411,2,0.1,10748.86,19347.95,15974.64,3373.31
504514,20060,1,0.15,4520.02,3842.02,3638.41,203.61
504514,20019,4,0.2,2345.81,7506.59,7461.72,44.87
504514,20184,2,0.05,6259.08,11892.25,8124.12,3768.13
504515,20075,2,0.0,1228.65,2457.3,2165.42,291.88
504515,20131,2,0.15,573.37,974.73,765.34,209.39
504516,20041,1,0.1,7649.64,6884.68,6111.25,773.43
504516,20049,1,0.15,4231.62,3596.88,3656.16,-59.28
504516,20051,1,0.0,9754.4,9754.4,5951.97,3802.43
504517,20269,1,0.0,10001.05,10001.05,6656.01,3345.04
504517,20322,1,0.05,2885.25,2740.99,2323.36,417.63
504518,20466,1,0.1,3986.85,3588.16,2497.85,1090.31
504519,20280,1,0.1,4606.57,4145.91,3228.93,916.98
504519,20236,2,0.0,4416.4,8832.8,5777.88,3054.92
504520,20307,1,0.1,10723.46,9651.11,6832.49,2818.62
504521,20340,1,0.05,531.7,505.12,332.07,173.05
504521,20341,1,0.0,12557.67,12557.67,7782.86,4774.81
504521,20276,1,0.2,10196.85,8157.48,7590.13,567.35
504522,20404,3,0.1,1561.43,4215.86,4129.89,85.97
504522,20221,1,0.1,1651.05,1485.94,1128.15,357.79
504523,20400,1,0.05,9411.42,8940.85,6261.8,2679.05
504523,20477,1,0.0,11025.66,11025.66,7681.24,3344.42
504524,20068,2,0.0,1322.15,2644.3,2001.48,642.82
504524,20292,1,0.15,8884.71,7552.0,6490.02,1061.98
504524,20295,3,0.15,4851.1,12370.3,12852.75,-482.45
504524,20427,1,0.0,9290.38,9290.38,5862.23,3428.15
504525,20143,1,0.0,6067.52,6067.52,3708.64,2358.88
504526,20406,1,0.0,5768.17,5768.17,5069.52,698.65
504527,20440,2,0.2,8853.75,14166.0,14483.4,-317.4
504527,20011,1,0.2,4470.01,3576.01,3212.41,363.6
504527,20391,2,0.0,664.5,1329.0,911.48,417.52
504528,20387,1,0.05,377.76,358.87,255.95,102.92
504528,20079,1,0.05,1200.03,1140.03,1044.47,95.56
504528,20383,3,0.05,12969.06,36961.82,23689.86,13271.96
504528,20011,1,0.15,4470.01,3799.51,3212.41,587.1
504529,20138,1,0.0,8474.16,8474.16,7239.99,1234.17
504529,20394,1,0.0,3877.46,3877.46,2861.87,1015.59
504530,20244,1,0.05,6677.24,6343.38,4520.95,1822.43
504530,20311,1,0.0,8984.91,8984.91,6083.33,2901.58
504530,20268,1,0.15,564.79,480.07,424.07,56.0
504531,20228,2,0.0,4041.46,8082.92,5136.16,2946.76
504531,20271,1,0.0,8075.69,8075.69,5315.1,2760.59
504532,20324,1,0.05,7296.57,6931.74,5457.77,1473.97
504532,20009,3,0.15,10675.13,27221.58,23014.44,4207.14
504532,20368,1,0.0,2197.29,2197.29,1633.46,563.83
504532,20191,1,0.1,7866.87,7080.18,4891.39,2188.79
504533,20249,1,0.15,11599.44,9859.52,7083.09,2776.43
504534,20127,2,0.1,5216.74,9390.13,8818.36,571.77
504534,20006,1,0.0,8002.83,8002.83,5659.91,2342.92
504535,20478,1,0.05,7614.6,7233.87,6014.48,1219.39
504535,20045,4,0.0,10256.62,41026.48,28821.04,12205.44
504536,20256,2,0.1,5342.18,9615.92,7268.22,2347.7
504537,20463,1,0.1,5447.59,4902.83,3443.88,1458.95
504537,20219,3,0.0,3645.49,10936.47,6860.28,4076.19
504537,20439,3,0.0,8637.69,25913.07,17770.65,8142.42
504538,20049,1,0.1,4231.62,3808.46,3656.16,152.3
504538,20221,2,0.0,1651.05,3302.1,2256.3,1045.8
504538,20270,1,0.1,5481.78,4933.6,3373.21,1560.39
504539,20168,1,0.2,10051.35,8041.08,6550.49,1490.59
504539,20216,1,0.1,11932.73,10739.46,7944.76,2794.7
504539,20483,3,0.1,9466.23,25558.82,20315.94,5242.88
504540,20372,2,0.05,5717.14,10862.57,9863.84,998.73
504540,20409,2,0.1,5629.49,10133.08,9611.78,521.3
504541,20374,1,0.0,8902.81,8902.81,5853.21,3049.6
504542,20486,1,0.1,9594.72,8635.25,6681.02,1954.23
504542,20485,4,0.05,3990.36,15163.37,13752.52,1410.85
504542,20183,1,0.0,10030.58,10030.58,6866.69,3163.89
504543,20012,2,0.0,7751.36,15502.72,12882.64,2620.08
504543,20477,1,0.0,11025.66,11025.66,7681.24,3344.42
504544,20377,3,0.2,4596.53,11031.67,11220.51,-188.84
504545,20075,3,0.1,1228.65,3317.36,3248.13,69.23
504545,20134,1,0.0,2762.57,2762.57,2216.36,546.21
504545,20179,1,0.15,7535.2,6404.92,5294.95,1109.97
504546,20280,2,0.0,4606.57,9213.14,6457.86,2755.28
504547,20170,2,0.2,647.69,1036.3,1060.24,-23.94
504548,20251,3,0.05,4332.93,12348.85,9169.5,3179.35
504549,20216,1,0.2,11932.73,9546.18,7944.76,1601.42
504549,20437,1,0.15,9628.87,8184.54,5914.81,2269.73
504550,20287,4,0.1,4013.18,14447.45,11319.64,3127.81
504551,20011,1,0.05,4470.01,4246.51,3212.41,1034.1
504551,20206,2,0.0,1601.02,3202.04,2840.76,361.28
504551,20198,3,0.1,5941.85,16043.0,13108.59,2934.41
504552,20288,1,0.15,4136.9,3516.36,2876.21,640.15
504553,20497,1,0.05,5277.28,5013.42,3375.66,1637.76
504553,20034,1,0.0,6635.9,6635.9,5568.54,1067.36
504553,20353,1,0.0,5017.88,5017.88,3721.54,1296.34
504554,20311,1,0.1,8984.91,8086.42,6083.33,2003.09
504555,20391,1,0.0,664.5,664.5,455.74,208.76
504555,20115,1,0.0,5487.22,5487.22,3876.78,1610.44
504555,20107,1,0.1,2881.05,2592.95,2484.57,108.38
504556,20282,2,0.0,2725.13,5450.26,3533.14,1917.12
504557,20287,1,0.15,4013.18,3411.2,2829.91,581.29
504557,20151,1,0.0,1454.27,1454.27,882.11,572.16
504557,20022,1,0.05,8107.58,7702.2,5092.56,2609.64
504558,20464,1,0.05,9579.47,9100.5,6560.38,2540.12
504558,20453,1,0.0,9207.44,9207.44,6706.71,2500.73
504559,20176,1,0.15,2767.64,2352.49,2406.45,-53.96
504560,20324,1,0.1,7296.57,6566.91,5457.77,1109.14
504560,20340,1,0.15,531.7,451.95,332.07,119.88
504561,20053,1,0.2,8557.23,6845.78,6273.24,572.54
504562,20113,4,0.1,9797.2,35269.92,26779.72,8490.2
504563,20452,2,0.05,8606.24,16351.86,11949.92,4401.94
504563,20042,1,0.15,6269.92,5329.43,4490.0,839.43
504564,20059,1,0.0,3852.44,3852.44,2371.66,1480.78
504564,20360,1,0.15,8022.93,6819.49,6452.59,366.9
504565,20380,1,0.0,3165.21,3165.21,2607.49,557.72
504565,20195,1,0.1,9791.11,8812.0,6450.19,2361.81
504565,20407,1,0.0,10543.88,10543.88,7931.14,2612.74
504566,20023,1,0.15,2637.59,2241.95,1826.06,415.89
